class,country,region,city,street_type,street_number,street_letter,street_bis,street_bis_complement,street_coordinate,numeral_number,numeral_letter,numeral_coordinate,height_number,interior_group_type,interior_group_code,interior_type,interior_code
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,62,-9999,ZZZZZ,10,306
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,62,-9999,ZZZZZ,10,307
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,62,-9999,ZZZZZ,10,308
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,62,-9999,ZZZZZ,10,309
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,62,-9999,ZZZZZ,10,310
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,62,-9999,ZZZZZ,10,311
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,62,-9999,ZZZZZ,10,312
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,62,-9999,ZZZZZ,10,314
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,62,-9999,ZZZZZ,10,315
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,62,-9999,ZZZZZ,10,316
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,62,-9999,ZZZZZ,10,317
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,62,-9999,ZZZZZ,10,318
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,62,-9999,ZZZZZ,10,319
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,62,-9999,ZZZZZ,10,320
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,62,-9999,ZZZZZ,10,321
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,62,-9999,ZZZZZ,10,322
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,62,-9999,ZZZZZ,2,1
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,66,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,0,6,-9999,FALSE,-9999,0,13,-9999,0,68,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,35,-9999,-9999,29,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,35,-9999,-9999,29,-9999,ZZZZZ,3,9
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,35,-9999,-9999,29,-9999,ZZZZZ,3,11
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,17,-9999,-9999,37,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,17,-9999,-9999,43,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,17,-9999,-9999,47,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,17,-9999,-9999,53,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,17,-9999,-9999,57,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,-9999,FALSE,-9999,-9999,17,-9999,-9999,65,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,18,-9999,FALSE,-9999,-9999,1,-9999,0,33,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,18,-9999,FALSE,-9999,-9999,1,-9999,0,39,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,18,-9999,FALSE,-9999,-9999,1,-9999,0,41,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,18,-9999,FALSE,-9999,-9999,1,-9999,0,43,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,30,-9999,FALSE,-9999,-9999,1,1,-9999,13,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,30,-9999,FALSE,-9999,-9999,1,1,-9999,15,-9999,ZZZZZ,3,1
Address,Colombia,Valle del Cauca,Cali,1,30,-9999,FALSE,-9999,-9999,1,1,-9999,15,-9999,ZZZZZ,3,2
Address,Colombia,Valle del Cauca,Cali,1,30,-9999,FALSE,-9999,-9999,1,1,-9999,15,-9999,ZZZZZ,3,3
Address,Colombia,Valle del Cauca,Cali,1,30,-9999,FALSE,-9999,-9999,1,1,-9999,15,-9999,ZZZZZ,3,5
Address,Colombia,Valle del Cauca,Cali,1,30,-9999,FALSE,-9999,-9999,1,1,-9999,27,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,30,-9999,FALSE,-9999,-9999,1,1,-9999,31,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,31,-9999,FALSE,-9999,-9999,1,1,-9999,4,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,31,-9999,FALSE,-9999,-9999,1,1,-9999,24,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,31,-9999,FALSE,-9999,-9999,1,1,-9999,34,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,31,-9999,FALSE,-9999,-9999,1,1,-9999,44,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,31,-9999,FALSE,-9999,-9999,1,1,-9999,54,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,31,-9999,FALSE,-9999,-9999,1,1,-9999,64,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,31,-9999,FALSE,-9999,-9999,1,1,-9999,74,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,1,31,-9999,FALSE,-9999,-9999,1,1,-9999,80,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,1,FALSE,-9999,-9999,30,-9999,-9999,16,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,1,FALSE,-9999,-9999,30,-9999,-9999,34,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,1,FALSE,-9999,-9999,30,-9999,-9999,52,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,1,1,FALSE,-9999,-9999,30,-9999,-9999,76,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,2,2,FALSE,-9999,-9999,30,-9999,-9999,3,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,2,2,FALSE,-9999,-9999,30,-9999,-9999,9,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,2,2,FALSE,-9999,-9999,30,-9999,-9999,15,-9999,ZZZZZ,3,2
Address,Colombia,Valle del Cauca,Cali,2,2,2,FALSE,-9999,-9999,30,-9999,-9999,15,-9999,ZZZZZ,3,3
Address,Colombia,Valle del Cauca,Cali,2,2,2,FALSE,-9999,-9999,30,-9999,-9999,27,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,2,2,FALSE,-9999,-9999,30,-9999,-9999,29,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,2,2,FALSE,-9999,-9999,30,-9999,-9999,51,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,2,2,2,FALSE,-9999,-9999,29,-9999,-9999,36,-9999,ZZZZZ,-9999,ZZZZZ
Address,Colombia,Valle del Cauca,Cali,0,11,-9999,FALSE,-9999,0,7,-9999,0,201,-9999,ZZZZZ,0,103
Address,Colombia,Valle del Cauca,Cali,0,11,-9999,FALSE,-9999,0,7,-9999,0,201,-9999,ZZZZZ,4,28
Address,Colombia,Valle del Cauca,Cali,0,11,-9999,FALSE,-9999,0,7,-9999,0,201,-9999,ZZZZZ,4,29
Address,Colombia,Valle del Cauca,Cali,0,11,-9999,FALSE,-9999,0,7,-9999,0,201,-9999,ZZZZZ,4,61
Address,Colombia,Valle del Cauca,Cali,0,11,-9999,FALSE,-9999,0,7,-9999,0,201,-9999,ZZZZZ,5,22
Address,Colombia,Valle del Cauca,Cali,1,3,-9999,FALSE,-9999,3,2,-9999,-9999,136,-9999,ZZZZZ,4,14
Address,Colombia,Valle del Cauca,Cali,1,3,-9999,FALSE,-9999,3,2,-9999,-9999,140,-9999,ZZZZZ,0,301
